id,Number,sentiment,text
220,1861,0,"caffe jetson tk1. got error runtest f0213 10 25 10.921640 9387 db.hpp 109 check failed mdb status 0 ( 30792 vs. 0 ) mdb map full environment mapsize limit reached check failure stack trace 0x44a85060 (unknown ) 0x44a84f5c (unknown ) 0x44a84b78 (unknown ) 0x44a86f98 (unknown ) 0x265ec2 caffe db lmdbtransaction put( ) 0x21b932 caffe dbtest testwrite test testbody( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) 0x230568 testing internal handleexceptionsinmethodifsupported( ) aborted make runtest error 134 i followed install instruction mostly http petewarden.com 2014 10 25 how to run the caffe deep learning vision library on nvidias jetson mobile gpu board , except i installed newer version stuff. anyone know solve this ? great thx advance!"
235,715,0,"how install caffe os x 10.9 macports ? . i know official installation instruction recommends install caffe os x homebrew. but, i installed macports laptop quite long time (one year... ) , lot softwares installed. i find lot libraries provided homebrew also able downloaded macports. so, way install caffe macports ? thanks!"
141,4577,0,"caffe installation failing os x 10.11 undefined symbols architecture x86 64 . hi i see undefined symbols architecture x86 64 error try build caffe mac os x version 10.11.6 running it. i follow instructions mentioned http caffe.berkeleyvision.org install osx.html, however still see error. i even downgraded version xcode 7.3 7.0 suggested one blogposts encountered. i following dependencies installed i cuda version 7.5 installed. snappy 1.1.3 leveldb 1.18 gflags 2.1.2 glog 0.3.4 szip 2.1 lmdb 0.9.14 homebrew science opencv 2.4.13 protobuf 2.6.1 i attached makefile makefile.config email. brew install build from source fresh vd boost boost python usr local library homebrew brew.rb (formulary formulaloader ) loading usr local library taps homebrew homebrew core formula boost.rb usr local library homebrew brew.rb (formulary formulaloader ) loading usr local library taps homebrew homebrew core formula boost python.rb warning boost 1.61.0 already installed warning boost python 1.61.0 already installed make output macbook pro 3 caffe praveenbodigutla make cxx .build release src caffe proto caffe.pb.cc cxx src caffe blob.cpp cxx src caffe common.cpp cxx src caffe data reader.cpp cxx src caffe data transformer.cpp cxx src caffe internal thread.cpp cxx src caffe layer.cpp cxx src caffe layer factory.cpp cxx src caffe layers absval layer.cpp cxx src caffe layers accuracy layer.cpp cxx src caffe layers argmax layer.cpp cxx src caffe layers base conv layer.cpp cxx src caffe layers base data layer.cpp cxx src caffe layers batch norm layer.cpp cxx src caffe layers batch reindex layer.cpp cxx src caffe layers bias layer.cpp cxx src caffe layers bnll layer.cpp cxx src caffe layers concat layer.cpp cxx src caffe layers contrastive loss layer.cpp cxx src caffe layers conv layer.cpp cxx src caffe layers crop layer.cpp in file included src caffe layers crop layer.cpp 10 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe layers cudnn conv layer.cpp cxx src caffe layers cudnn lcn layer.cpp cxx src caffe layers cudnn lrn layer.cpp cxx src caffe layers cudnn pooling layer.cpp cxx src caffe layers cudnn relu layer.cpp cxx src caffe layers cudnn sigmoid layer.cpp cxx src caffe layers cudnn softmax layer.cpp cxx src caffe layers cudnn tanh layer.cpp cxx src caffe layers data layer.cpp cxx src caffe layers deconv layer.cpp cxx src caffe layers dropout layer.cpp cxx src caffe layers dummy data layer.cpp cxx src caffe layers eltwise layer.cpp cxx src caffe layers elu layer.cpp cxx src caffe layers embed layer.cpp cxx src caffe layers euclidean loss layer.cpp cxx src caffe layers exp layer.cpp cxx src caffe layers filter layer.cpp cxx src caffe layers flatten layer.cpp cxx src caffe layers hdf5 data layer.cpp cxx src caffe layers hdf5 output layer.cpp cxx src caffe layers hinge loss layer.cpp cxx src caffe layers im2col layer.cpp cxx src caffe layers image data layer.cpp cxx src caffe layers infogain loss layer.cpp cxx src caffe layers inner product layer.cpp cxx src caffe layers input layer.cpp cxx src caffe layers log layer.cpp cxx src caffe layers loss layer.cpp cxx src caffe layers lrn layer.cpp cxx src caffe layers lstm layer.cpp in file included src caffe layers lstm layer.cpp 8 in file included . include caffe layers lstm layer.hpp 11 in file included . include caffe layers recurrent layer.hpp 11 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe layers lstm unit layer.cpp in file included src caffe layers lstm unit layer.cpp 6 in file included . include caffe layers lstm layer.hpp 11 in file included . include caffe layers recurrent layer.hpp 11 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe layers memory data layer.cpp cxx src caffe layers multinomial logistic loss layer.cpp cxx src caffe layers mvn layer.cpp cxx src caffe layers neuron layer.cpp cxx src caffe layers parameter layer.cpp cxx src caffe layers pooling layer.cpp cxx src caffe layers power layer.cpp cxx src caffe layers prelu layer.cpp cxx src caffe layers recurrent layer.cpp in file included src caffe layers recurrent layer.cpp 8 in file included . include caffe layers recurrent layer.hpp 11 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe layers reduction layer.cpp cxx src caffe layers relu layer.cpp cxx src caffe layers reshape layer.cpp cxx src caffe layers rnn layer.cpp in file included src caffe layers rnn layer.cpp 8 in file included . include caffe layers rnn layer.hpp 11 in file included . include caffe layers recurrent layer.hpp 11 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe layers scale layer.cpp cxx src caffe layers sigmoid cross entropy loss layer.cpp cxx src caffe layers sigmoid layer.cpp cxx src caffe layers silence layer.cpp cxx src caffe layers slice layer.cpp cxx src caffe layers softmax layer.cpp cxx src caffe layers softmax loss layer.cpp cxx src caffe layers split layer.cpp cxx src caffe layers spp layer.cpp cxx src caffe layers tanh layer.cpp cxx src caffe layers threshold layer.cpp cxx src caffe layers tile layer.cpp cxx src caffe layers window data layer.cpp cxx src caffe net.cpp in file included src caffe net.cpp 12 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 src caffe net.cpp 580 3 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forward(bottom, loss ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 2 warnings generated. cxx src caffe parallel.cpp in file included src caffe parallel.cpp 12 in file included . include caffe caffe.hpp 12 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe solver.cpp in file included src caffe solver.cpp 6 in file included . include caffe solver.hpp 7 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe solvers adadelta solver.cpp in file included src caffe solvers adadelta solver.cpp 3 in file included . include caffe sgd solvers.hpp 7 in file included . include caffe solver.hpp 7 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe solvers adagrad solver.cpp in file included src caffe solvers adagrad solver.cpp 3 in file included . include caffe sgd solvers.hpp 7 in file included . include caffe solver.hpp 7 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe solvers adam solver.cpp in file included src caffe solvers adam solver.cpp 3 in file included . include caffe sgd solvers.hpp 7 in file included . include caffe solver.hpp 7 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe solvers nesterov solver.cpp in file included src caffe solvers nesterov solver.cpp 3 in file included . include caffe sgd solvers.hpp 7 in file included . include caffe solver.hpp 7 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe solvers rmsprop solver.cpp in file included src caffe solvers rmsprop solver.cpp 3 in file included . include caffe sgd solvers.hpp 7 in file included . include caffe solver.hpp 7 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe solvers sgd solver.cpp in file included src caffe solvers sgd solver.cpp 4 in file included . include caffe sgd solvers.hpp 7 in file included . include caffe solver.hpp 7 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe syncedmem.cpp cxx src caffe util benchmark.cpp cxx src caffe util blocking queue.cpp in file included src caffe util blocking queue.cpp 6 in file included . include caffe parallel.hpp 13 in file included . include caffe solver.hpp 7 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 src caffe util blocking queue.cpp 50 7 warning unused typedef invalid requested log severity wunused local typedef log every n(info, 1000 ) log on wait usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 2 warnings generated. cxx src caffe util cudnn.cpp cxx src caffe util db.cpp cxx src caffe util db leveldb.cpp cxx src caffe util db lmdb.cpp cxx src caffe util hdf5.cpp cxx src caffe util im2col.cpp cxx src caffe util insert splits.cpp cxx src caffe util io.cpp cxx src caffe util math functions.cpp cxx src caffe util signal handler.cpp in file included src caffe util signal handler.cpp 7 in file included . include caffe util signal handler.h 5 in file included . include caffe solver.hpp 7 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx src caffe util upgrade proto.cpp ar o .build release lib libcaffe.a applications xcode.app contents developer toolchains xcodedefault.xctoolchain usr bin ranlib file .build release lib libcaffe.a(cudnn conv layer.o ) symbols applications xcode.app contents developer toolchains xcodedefault.xctoolchain usr bin ranlib file .build release lib libcaffe.a(cudnn lcn layer.o ) symbols applications xcode.app contents developer toolchains xcodedefault.xctoolchain usr bin ranlib file .build release lib libcaffe.a(cudnn lrn layer.o ) symbols applications xcode.app contents developer toolchains xcodedefault.xctoolchain usr bin ranlib file .build release lib libcaffe.a(cudnn pooling layer.o ) symbols applications xcode.app contents developer toolchains xcodedefault.xctoolchain usr bin ranlib file .build release lib libcaffe.a(cudnn relu layer.o ) symbols applications xcode.app contents developer toolchains xcodedefault.xctoolchain usr bin ranlib file .build release lib libcaffe.a(cudnn sigmoid layer.o ) symbols applications xcode.app contents developer toolchains xcodedefault.xctoolchain usr bin ranlib file .build release lib libcaffe.a(cudnn softmax layer.o ) symbols applications xcode.app contents developer toolchains xcodedefault.xctoolchain usr bin ranlib file .build release lib libcaffe.a(cudnn tanh layer.o ) symbols applications xcode.app contents developer toolchains xcodedefault.xctoolchain usr bin ranlib file .build release lib libcaffe.a(cudnn.o ) symbols ld o .build release lib libcaffe.so.1.0.0 rc3 clang warning argument unused compilation  pthread cxx tools caffe.cpp in file included tools caffe.cpp 15 in file included . include caffe caffe.hpp 12 . include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. cxx ld o .build release tools caffe.bin clang warning argument unused compilation  pthread undefined symbols architecture x86 64 caffe net forward(float ) , referenced from test( ) caffe.o time( ) caffe.o caffe net net(std 1 basic string, std 1 allocator const , caffe phase, int, std 1 vector, std 1 allocator , std 1 allocator, std 1 allocator const , caffe net const ) , referenced from test( ) caffe.o time( ) caffe.o caffe p2psync run(std 1 vector const ) , referenced from train( ) caffe.o ld symbol(s ) found architecture x86 64 clang error linker command failed exit code 1 (use v see invocation ) make .build release tools caffe.bin error 1 even tried using cmake get following error in file included volumes data caffe src caffe util signal handler.cpp 7 in file included volumes data caffe include caffe util signal handler.h 5 in file included volumes data caffe include caffe solver.hpp 7 volumes data caffe include caffe net.hpp 42 5 warning unused typedef invalid requested log severity wunused local typedef log every n(warning, 1000 ) deprecated forwardprefilled( ) usr local include glog logging.h 917 30 note expanded macro log every n invalid requested log severity ) usr local include glog logging.h 912 73 note expanded macro google glog compile assert typedef google glog internal namespace compileassert msg bool(expr ) ? 1 1 1 warning generated. 82 building cxx object src caffe cmakefiles caffe.dir util upgrade proto.cpp.o 82 linking cxx shared library .. .. lib libcaffe.dylib ld framework found veclib clang error linker command failed exit code 1 (use v see invocation ) make 2 lib libcaffe.1.0.0 rc3.dylib error 1 make 1 src caffe cmakefiles caffe.dir all error 2 make all error 2 at point i sure proceed debug issue here. thanks help. regards praveen"
137,101,0,"establish development contribution guidelines. this request comments caffe development model contribution protocol. these draconian laws much guidelines happily brew caffe. establishing protocols side effect thriving development, lovely problem have. development workflow proposal golden. work done feature branches. these rebased tip avoid drift and required merge. branching point features, target pull requests merge. contributions shepherded project maintainers integration testing via merge. history rewritten. accidents fixed reverts. releases marked tags contributions issues pr proposal see https github.com bvlc caffe issues 101 issuecomment 35349256. the closer contribution follows suggestions, less friction merging."
164,4598,0,"nuget work. im using visual studio 2013 community build caffe windows, im using matlab support, python support, cudnn. the building process stuck nuget package manager. i ve installed cuda 7.5 properly."
226,296,0,"imagenet lrn maxpool ordering. i think explicitly stated anywhere imagenet example supposed exact reimplementation krizhevsky 2012 architecture, is, order lrn max pool layers caffe s implementation seems backwards. this network uses conv max pool lrn. https github.com bvlc caffe blob master examples imagenet imagenet train.prototxt l48 this text suggests used conv lrn max pool. response normalization layers follow rst second convolutional layers. max pooling layers, kind described section 3.4, follow response normalization layers well fth convolutional layer. either ordering seems get good results, people reimplementing papers say krizhevsky s architecture used, might worthwhile make sure implementation matches paper."
147,1294,0,"testcase failed make runtest. hi, i trying execute make runtest met problems. the caffe successfully compiled ubuntu12.04 cpu only. when executing testcases, shows like this src caffe test test math functions.cpp 109 failure value of x i 0 ? 1 0 actual 1 expected signbits i which is 512 .................. passed 450 tests. failed 7 tests, listed below failed mathfunctionstest 0.testsgnbitcpu, typeparam float failed mathfunctionstest 1.testsgnbitcpu, typeparam double failed mathfunctionstest 1.testhammingdistancecpu, typeparam double failed eltwiselayertest 0.testprod, typeparam caffe floatcpu failed eltwiselayertest 0.testsum, typeparam caffe floatcpu failed eltwiselayertest 1.testprod, typeparam caffe doublecpu failed eltwiselayertest 1.testsum, typeparam caffe doublecpu i new learner linux caffe. great thanks help."
231,5459,0,error upgrade train val.prototxt file new version.. i want upgrade train file eailer version caffe. but got errors. anyone could help solve it ? upgrade net proto text d.exe d net train val.prototxt b.prototxt libprotobuf error c users guillaume work caffe builder build v140 x64 packages protobuf protobuf download prefix src protobuf download src google protobuf text format.cc 298 error parsing text format caffe.netparameter 16 15 message type caffe.transformationparameter field named fixed crop . e0328 23 01 38.529631 10972 upgrade net proto text.cpp 30 failed parse input text file netparameter d net train val.prototxt
5,2322,1,"loss small 0.0002 accuracy not high . i trained convnet i getting loss 0.0002. the output softmax containing votes class also high one class (0.99 general, also 0.8 ) low others. wouldnt mean network accurate predictions ? i getting accuracy only 80 ? thanks!"
178,312,0,"segmentation fault (core dumped ) training commontest failed. hi. i train model. it seems everything goes well. but testing net. outputs segmentation fault. i know what s problem. thanks. i0410 19 44 32.296176 26997 solver.cpp 36 solver scaffolding done. i0410 19 44 32.296200 26997 solver.cpp 47 solving caffenet i0410 19 49 34.169067 26997 solver.cpp 208 iteration 500, lr 0.01 i0410 19 49 34.172401 26997 solver.cpp 65 iteration 500, loss 0 i0410 19 54 43.192100 26997 solver.cpp 208 iteration 1000, lr 0.01 i0410 19 54 43.195472 26997 solver.cpp 65 iteration 1000, loss 0 i0410 19 54 43.195485 26997 solver.cpp 87 iteration 1000, testing net segmentation fault (core dumped )"
223,3841,0,"caffe makefile command line tools, paths el capitan. two intertwined issues related 3092 the caffe makefile produces no receipt com.apple.pkg.cltools executables found following atlas blas path os x 10.11 this fixed changing pkgutil pkg info com.apple.pkg.cltools executables pkgutil pkg info com.apple.pkg.xcode once taken care of, machines virgin installs el capitan, system library frameworks tree no longer contains accelerate veclib headers, instead moved sdk tree xcode app itself. as result, line blas include needs changes from blas include ? system library frameworks accelerate.framework versions current frameworks veclib.framework headers blas include ? applications xcode.app contents developer platforms macosx.platform developer sdks macosx10.11.sdk system library frameworks accelerate.framework vers ions a frameworks veclib.framework versions a headers"
103,3420,0,"is bug blob offset(n ) ? . say input shape 10 192 32 32. then there bottom 0 offset(11 ) . the last one batch offset(9 ) start zero. so, i think offset(10 ) . if read bottom 0 cpu data( ) 1966080 , code exit without error prompt. in file , offset( ) defined as better ? im sure i ve found problem."
279,1622,0,"cudnn r2 available. cudnn rc 2 available download. https developer.nvidia.com cudnn they say, 40 faster original cudnn. however, breaks compatibility caffe wrappers (more general ways pass n d tensors, additional coefficients, etc. ) does anyone know, nvidia guys going support caffe future, rewriting cudnn layers us ?"
212,4060,0,undefined reference `lzma index end xz 5.0. usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma index size xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma stream footer decode xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma index uncompressed size xz 5.0 collect2 error ld returned 1 exit status tools cmakefiles finetune net.dir build.make 133 recipe target tools finetune net failed make 2 tools finetune net error 1 cmakefiles makefile2 435 recipe target tools cmakefiles finetune net.dir all failed make 1 tools cmakefiles finetune net.dir all error 2 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma index size xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma stream footer decode xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma index uncompressed size xz 5.0 collect2 error ld returned 1 exit status tools cmakefiles net speed benchmark.dir build.make 133 recipe target tools net speed benchmark failed make 2 tools net speed benchmark error 1 cmakefiles makefile2 625 recipe target tools cmakefiles net speed benchmark.dir all failed make 1 tools cmakefiles net speed benchmark.dir all error 2 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma index size xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma stream footer decode xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma index uncompressed size xz 5.0 collect2 error ld returned 1 exit status tools cmakefiles train net.dir build.make 133 recipe target tools train net failed make 2 tools train net error 1 cmakefiles makefile2 511 recipe target tools cmakefiles train net.dir all failed make 1 tools cmakefiles train net.dir all error 2 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma index size xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma stream footer decode xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma index uncompressed size xz 5.0 collect2 error ld returned 1 exit status tools cmakefiles test net.dir build.make 133 recipe target tools test net failed make 2 tools test net error 1 cmakefiles makefile2 549 recipe target tools cmakefiles test net.dir all failed make 1 tools cmakefiles test net.dir all error 2 90 linking cxx executable extract features usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma stream footer decode xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma stream buffer decode xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma index end xz 5.0 collect2 error ld returned 1 exit status tools cmakefiles extract features.dir build.make 133 recipe target tools extract features failed make 2 tools extract features error 1 cmakefiles makefile2 701 recipe target tools cmakefiles extract features.dir all failed make 1 tools cmakefiles extract features.dir all error 2 90 linking cxx executable caffe usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma stream footer decode xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma stream buffer decode xz 5.0 usr lib x86 64 linux gnu libunwind.so.8 undefined reference lzma index end xz 5.0 collect2 error ld returned 1 exit status tools cmakefiles caffe.bin.dir build.make 133 recipe target tools caffe failed make 2 tools caffe error 1 cmakefiles makefile2 587 recipe target tools cmakefiles caffe.bin.dir all failed make 1 tools cmakefiles caffe.bin.dir all error 2 makefile 127 recipe target all failed make all error 2
120,6377,0,"caffe nccl check failed result ncclsuccess (13 vs. 0 ) invalid data type. i try train resnet image classification multiple gpu card. but i encountered error training test beginning my environment tesla m40 x 4, ubuntu 16.04, cuda 9.1, cudnn v7.1, nccl 2.1.15. and i test many times network successfully trained one gpu card."
94,6131,0,"dataparameter field mean file deprecated ? . issue summary i wondered, use mean file param data param. if deprecated, i found comments proto file indicating that. apparently, work like literal meaning. steps reproduce i using googlenet classifications. i got high validation accuracy training. unfortunately, i got weird low test accuracy testing. i tried many things like adjusting train sets, modifying learning rate, gamma on, i got totally different results even modifications subtle. at last, i found i used mean file param data param data layer instead transform param. and cause weird output testing. in fact, initialization network, load mean file param data param. and i looked caffe.proto file indeed mean file param data param. that s error raised. but still seems use. your system configuration operating system compiler cuda version (if applicable ) cudnn version (if applicable ) blas python matlab version (for pycaffe matcaffe respectively )"
185,5910,0,"create cifar10.sh 13 create cifar10.sh . build examples cifar10 convert cifar data.bin found. hello there! i trying run cifar10 caffar10 example, implementation create cifar10.sh regardless caffe directory caffe examples cifar10 directory implementation, system always error . build examples cifar10 convert cifar data. bin found. please help big god help doubts."
277,3283,0,"protoc file directory. dear developer, i get following error writing (sudo ) make mac os x password protoc src caffe proto caffe.proto make protoc no file directory make .build release src caffe proto caffe.pb.cc error 1 find odd i clearly see file there.."
240,4113,0,"datum height data mean .height( ) running solver.prototxt ? . hey, im relatively new caffe trying run solver.prototxt data (. build tools caffe train solver path to solver.prototxt ) currently getting issue data transformer.cpp 63 check failed datum height data mean .height( ) (760 vs. 256 ) so dimensions something wrong im sure fix it. it s probably layer conv1. here s train val.prototxt solver.prototxt slightly modified what s here. my images 256x256 things admittedly pretty weird files dataset stupid levels small point (im mainly using familiarize using caffe datasets ) . solver.txt (https github.com bvlc caffe files 253862 solver.txt ) train val.txt (https github.com bvlc caffe files 253863 train val.txt ) any help would great!"
260,3406,0,"relationship 2 data layer. datalayer1 data x11 label label1 datalayer2 data y11 label label2 the data two datalayer relationship order x11 y11 x12 y12 train sgd , shuffle order ? ? ?"
144,2487,0,"simple c prediction example. hi, i want contribute simple c prediction example codebase, something interested adding ? if yes, kind features would like see sample app ? from point view, i think sample application take input following files deploy file, trained weights, labels, mean file input image classify. it would nice able use file as is, without requiring add extra layer preprocessing (like cropping, resizing, mean subtraction ) , i think processing done sample app probing network dimensions input layer. this way, app hopefully work caffenet mnist changing input files (and files either already present repo, downloadable provided script ) . what think ? any feature request ? im already excluding features like image batching oversampling list, sake readability."
101,5632,0,"cuda error running caffe . issue summary i trying run fcn semantic segmentation caffe, encounter problem. could anyone know solve ? f0519 13 47 44.378706 22962 math functions.cu 79 check failed error cudasuccess (4 vs. 0 ) unspecified launch failure check failure stack trace aborted (core dumped ) i running gpu titan x cuda 8.0 ubuntu 16.04."
